time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,StepsInEpisode
27_04_2021 09h11min58seg,1860,-1,6552,600,117,750,475,0,0,5725,252,363,22,225,0,10580
27_04_2021 09h12min22seg,1861,-1,4204,461,280,600,475,0,0,3495,184,0,0,75,0,7860
27_04_2021 09h12min48seg,1862,-1,4350,504,356,600,700,0,0,4000,0,0,0,300,0,8600
27_04_2021 09h13min15seg,1863,-1,3970,508,1112,600,575,0,0,3545,0,0,0,175,0,8660
27_04_2021 09h13min44seg,1864,-1,3607,527,747,600,675,0,0,3670,212,0,0,725,0,9380
27_04_2021 09h14min31seg,1865,-1,3035,1522,4981,1700,1150,250,0,5235,0,0,0,2600,0,13860
27_04_2021 09h15min03seg,1866,-1,3490,513,343,600,700,0,0,3890,0,0,0,750,0,8880
27_04_2021 09h15min37seg,1867,-1,5354,645,452,600,675,0,0,5055,24,0,0,275,0,10840
27_04_2021 09h16min08seg,1868,-1,3323,499,518,600,575,0,0,3820,28,0,0,775,0,8780
27_04_2021 09h16min34seg,1869,-1,4845,517,0,600,400,0,0,4195,0,671,0,0,0,8280
27_04_2021 09h17min12seg,1870,-1,3520,1023,3669,1100,1150,0,0,3770,0,0,0,1250,0,9960
27_04_2021 09h17min42seg,1871,-1,4504,459,384,750,475,0,0,4065,164,0,0,425,0,8700
27_04_2021 09h18min17seg,1872,-1,3810,419,1568,900,700,0,0,4610,0,0,0,1050,0,9440
27_04_2021 09h18min59seg,1873,-1,6359,565,589,800,775,0,0,5740,344,0,0,575,0,10720
27_04_2021 09h19min30seg,1874,-1,5390,473,2,750,400,0,0,4990,0,671,0,150,0,8400
27_04_2021 09h20min07seg,1875,-1,2125,1023,1053,600,1300,0,0,3325,100,0,0,1325,25,10440
27_04_2021 09h20min48seg,1876,-1,5044,648,0,600,475,0,0,4765,304,0,0,75,0,10520
27_04_2021 09h21min22seg,1877,-1,5147,621,500,600,775,0,0,4600,272,0,0,375,0,10480
27_04_2021 09h21min52seg,1878,-1,4616,509,239,600,475,0,0,3755,336,0,0,75,0,8560
27_04_2021 09h22min21seg,1879,-1,4745,421,780,800,775,0,0,4330,140,0,0,575,0,8840
27_04_2021 09h22min53seg,1880,-1,6849,582,122,750,475,0,0,6050,224,279,22,225,0,10300
27_04_2021 09h23min17seg,1881,-1,4595,489,10,600,400,0,0,3945,0,671,0,0,0,7840
27_04_2021 09h23min49seg,1882,-1,5869,649,84,600,475,0,0,4930,364,251,22,75,0,10540
27_04_2021 09h24min38seg,1883,-1,7848,909,27,600,475,0,0,7105,268,503,0,75,0,14620
27_04_2021 09h25min05seg,1884,-1,4445,520,417,600,700,0,0,4095,0,0,0,300,0,8840
27_04_2021 09h25min33seg,1885,-1,3725,494,1046,600,775,0,0,3500,0,0,0,375,0,8720
27_04_2021 09h26min07seg,1886,-1,6824,595,229,750,475,0,0,6365,84,0,0,325,0,10660
27_04_2021 09h27min05seg,1887,-1,10289,1499,505,1150,925,0,0,8920,1544,0,0,1075,0,15120
27_04_2021 09h27min32seg,1888,-1,4420,514,406,600,700,0,0,4070,0,0,0,300,0,8760
27_04_2021 09h27min55seg,1889,-1,4680,498,14,600,400,0,0,4030,0,671,0,0,0,8000
27_04_2021 09h28min20seg,1890,-1,4526,474,156,650,475,0,0,3795,156,55,0,125,0,8080
27_04_2021 09h28min54seg,1891,-1,5309,612,610,650,775,0,0,4550,484,0,0,425,0,10660
27_04_2021 09h29min21seg,1892,-1,4060,501,748,600,700,0,0,3710,0,0,0,300,0,8560
27_04_2021 09h29min57seg,1893,-1,6198,605,530,750,775,0,0,5755,268,0,0,625,0,11040
27_04_2021 09h30min37seg,1894,-1,5895,1540,1884,1150,1075,0,0,5120,1000,0,0,1325,0,11620
27_04_2021 09h31min01seg,1895,-1,4835,516,8,600,400,0,0,4185,0,727,0,0,0,8280
27_04_2021 09h31min34seg,1896,-1,4430,638,1114,600,700,0,0,4530,0,0,0,400,0,10800
27_04_2021 09h32min23seg,1897,-1,8195,947,5,600,400,0,0,7645,0,559,0,0,0,15160
27_04_2021 09h32min49seg,1898,-1,4802,472,161,700,475,0,0,4135,92,55,22,175,0,8580
27_04_2021 09h33min21seg,1899,-1,6885,589,114,750,475,0,0,5870,440,307,22,225,0,10400
27_04_2021 09h33min50seg,1900,-1,5825,608,13,650,400,0,0,5175,0,699,0,50,0,10240
27_04_2021 09h34min17seg,1901,-1,5590,468,11,750,400,0,0,4940,0,783,0,150,0,8320
27_04_2021 09h34min50seg,1902,-1,5795,651,20,600,400,0,0,5345,0,391,0,100,0,10720
27_04_2021 09h35min24seg,1903,-1,5069,590,960,750,775,0,0,4420,424,0,0,525,0,10840
27_04_2021 09h36min13seg,1904,-1,8050,949,8,600,400,0,0,7600,0,559,0,0,0,15200
27_04_2021 09h37min03seg,1905,-1,8663,874,10,750,475,0,0,8030,108,615,44,225,0,14820
27_04_2021 09h37min27seg,1906,-1,4780,510,5,600,400,0,0,4130,0,699,0,0,0,8180
27_04_2021 09h37min53seg,1907,-1,4258,498,166,600,475,0,0,3805,228,0,0,75,0,8420
27_04_2021 09h38min18seg,1908,-1,4613,505,137,600,475,0,0,3790,248,27,0,75,0,8300
27_04_2021 09h38min51seg,1909,-1,5673,638,145,650,475,0,0,4950,448,0,0,125,0,10940
27_04_2021 09h39min20seg,1910,-1,5840,640,12,600,400,0,0,5190,0,699,0,0,0,10260
27_04_2021 09h39min52seg,1911,-1,5135,645,733,600,700,0,0,4835,0,0,0,300,0,10800
27_04_2021 09h40min20seg,1912,-1,4185,481,721,700,775,0,0,3960,0,0,0,475,0,8980
27_04_2021 09h40min55seg,1913,-1,4497,632,520,700,675,0,0,4920,452,0,0,975,0,11300
27_04_2021 09h41min29seg,1914,-1,6318,600,651,750,775,0,0,5915,128,0,0,525,0,11100
27_04_2021 09h41min51seg,1915,-1,4445,387,9,750,400,0,0,3795,0,839,0,150,0,7020
27_04_2021 09h42min24seg,1916,-1,4515,718,2881,1050,1150,0,0,4815,0,0,0,1200,0,9920
27_04_2021 09h42min51seg,1917,-1,4430,475,491,650,700,0,0,4180,0,0,0,350,0,8460
27_04_2021 09h43min14seg,1918,-1,4680,499,8,600,400,0,0,4030,0,699,0,0,0,8000
27_04_2021 09h43min40seg,1919,-1,4690,513,108,600,475,0,0,4115,0,139,0,75,0,8400
27_04_2021 09h44min05seg,1920,-1,4759,474,152,650,475,0,0,3860,324,83,22,125,0,8080
27_04_2021 09h44min32seg,1921,-1,3409,513,20,600,675,0,0,3460,324,0,0,425,0,8760
27_04_2021 09h45min00seg,1922,-1,4586,516,212,600,475,0,0,3965,196,0,0,75,0,8680
27_04_2021 09h45min40seg,1923,-1,4885,1356,3341,1050,1150,0,0,5885,0,0,0,1350,0,12020
27_04_2021 09h46min11seg,1924,-1,6520,576,3,750,400,0,0,6070,0,615,0,150,0,10280
27_04_2021 09h46min43seg,1925,-1,7016,608,112,750,475,0,0,6145,296,279,22,225,0,10700
27_04_2021 09h47min08seg,1926,-1,4885,526,2,600,400,0,0,4235,0,615,0,0,0,8420
27_04_2021 09h47min29seg,1927,-1,4220,444,1,600,400,0,0,3570,0,671,0,0,0,7120
27_04_2021 09h48min03seg,1928,-1,5287,647,572,600,775,0,0,4760,352,0,0,375,0,11100
27_04_2021 09h48min36seg,1929,-1,6085,585,1005,750,700,0,0,5735,0,0,0,450,0,10560
27_04_2021 09h49min01seg,1930,-1,4741,515,125,600,475,0,0,4030,136,167,0,75,0,8440
27_04_2021 09h49min32seg,1931,-1,5470,645,346,600,700,0,0,5120,0,0,0,300,0,10720
27_04_2021 09h49min57seg,1932,-1,5385,446,17,750,400,0,0,4735,0,839,0,150,0,7980
27_04_2021 09h50min22seg,1933,-1,5495,462,12,750,400,0,0,4845,0,811,0,150,0,8220
27_04_2021 09h50min57seg,1934,-1,6860,594,122,750,475,0,0,5925,360,307,22,225,0,10500
27_04_2021 09h51min24seg,1935,-1,5565,468,10,750,400,0,0,4915,0,811,0,150,0,8320
27_04_2021 09h51min48seg,1936,-1,5110,457,9,700,400,0,0,4460,0,755,0,100,0,7880
27_04_2021 09h52min15seg,1937,-1,3995,532,10,600,500,0,0,4245,0,0,0,300,0,9120
27_04_2021 09h52min41seg,1938,-1,4615,511,218,600,500,0,0,4065,0,251,0,100,0,8360
27_04_2021 09h53min10seg,1939,-1,5825,635,8,600,400,0,0,5175,0,727,0,0,0,10180
27_04_2021 09h53min38seg,1940,-1,3461,493,641,600,775,0,0,3690,96,0,0,825,0,9200
27_04_2021 09h54min09seg,1941,-1,6720,603,4,750,400,0,0,6070,0,839,0,150,0,10480
27_04_2021 09h54min59seg,1942,-1,8189,868,22,700,475,0,0,7440,324,559,44,175,0,14680
27_04_2021 09h55min57seg,1943,-1,8604,918,11,750,475,0,0,7415,664,699,67,225,0,15540
27_04_2021 09h56min25seg,1944,-1,5228,439,161,750,475,0,0,4605,48,195,22,225,0,8060
27_04_2021 09h57min01seg,1945,-1,6374,638,66,700,475,0,0,5655,444,83,0,175,0,10960
27_04_2021 09h57min33seg,1946,-1,5721,636,88,600,475,0,0,4970,176,223,22,75,0,10320
27_04_2021 09h58min09seg,1947,-1,5577,628,381,650,775,0,0,4930,372,0,0,425,0,10880
27_04_2021 09h58min40seg,1948,-1,4788,372,679,1000,575,0,0,4285,28,0,0,575,0,8760
27_04_2021 09h59min18seg,1949,-1,4240,1468,3260,950,1275,0,0,4445,420,0,0,1325,50,10480
27_04_2021 10h00min11seg,1950,-1,8061,967,176,600,775,0,0,7820,16,0,0,375,0,15780
27_04_2021 10h00min34seg,1951,-1,4615,481,1,600,400,0,0,3965,0,699,0,0,0,7860
27_04_2021 10h01min04seg,1952,-1,4700,461,406,750,500,0,0,4950,0,0,0,850,0,8780
27_04_2021 10h01min34seg,1953,-1,4372,442,365,750,475,0,0,3855,192,0,0,425,0,8360
27_04_2021 10h02min07seg,1954,-1,6280,570,4,750,400,0,0,5630,0,811,0,150,0,9940
27_04_2021 10h02min43seg,1955,-1,2840,1273,3540,750,1150,0,0,3190,0,0,0,900,0,9960
27_04_2021 10h03min13seg,1956,-1,4910,397,903,900,700,0,0,4560,0,0,0,600,0,8500
27_04_2021 10h03min42seg,1957,-1,4540,381,776,950,700,0,0,4190,0,0,0,650,0,8520
27_04_2021 10h04min36seg,1958,-1,9045,872,8,750,400,0,0,8495,0,643,0,150,0,14780
27_04_2021 10h05min11seg,1959,-1,6207,563,223,750,475,0,0,5560,372,0,0,225,0,10240
27_04_2021 10h06min03seg,1960,-1,8590,918,13,650,400,0,0,7940,0,671,0,50,0,14980
27_04_2021 10h06min29seg,1961,-1,4455,496,170,600,475,0,0,3840,140,0,0,75,0,8300
27_04_2021 10h07min03seg,1962,-1,6321,579,228,750,475,0,0,5590,256,0,0,225,0,10420
27_04_2021 10h07min36seg,1963,-1,6485,580,2,750,400,0,0,5835,0,839,0,150,0,10100
27_04_2021 10h08min05seg,1964,-1,5057,474,130,750,475,0,0,4230,252,307,22,225,0,8580
27_04_2021 10h08min37seg,1965,-1,5508,621,66,600,475,0,0,4575,408,307,0,75,0,10060
27_04_2021 10h09min06seg,1966,-1,4470,523,435,600,700,0,0,4120,0,0,0,300,0,8900
27_04_2021 10h09min32seg,1967,-1,4680,500,3,600,400,0,0,4030,0,727,0,0,0,8020
27_04_2021 10h10min03seg,1968,-1,4485,397,872,900,700,0,0,4385,0,0,0,600,0,8680
27_04_2021 10h10min30seg,1969,-1,4895,460,170,750,475,0,0,4160,160,195,22,225,0,8400
27_04_2021 10h11min03seg,1970,-1,5930,586,16,750,400,0,0,5280,0,867,0,150,0,10220
27_04_2021 10h11min34seg,1971,-1,5950,656,11,600,400,0,0,5300,0,699,0,0,0,10520
27_04_2021 10h12min00seg,1972,-1,4665,499,5,600,400,0,0,4015,0,699,0,0,0,8000
27_04_2021 10h12min35seg,1973,-1,5139,620,435,600,775,0,0,4740,124,0,0,375,0,10440
27_04_2021 10h13min06seg,1974,-1,5655,617,13,600,400,0,0,5005,0,699,0,0,0,9900
27_04_2021 10h14min03seg,1975,-1,8658,915,274,700,775,0,0,7975,408,0,0,475,0,15500
27_04_2021 10h14min42seg,1976,-1,5815,590,477,750,700,0,0,5815,0,0,0,650,0,10740
27_04_2021 10h15min16seg,1977,-1,3470,476,2376,900,750,0,0,3570,0,0,0,950,0,9380
27_04_2021 10h15min55seg,1978,-1,4119,1273,3158,1150,1375,0,0,3920,692,0,0,1487,56,10400
27_04_2021 10h16min34seg,1979,-1,6141,447,1147,1150,775,0,0,5090,776,0,0,925,0,10700
27_04_2021 10h17min01seg,1980,-1,5250,462,0,750,400,0,0,4700,0,727,0,150,0,8320
27_04_2021 10h17min35seg,1981,-1,6562,572,121,750,475,0,0,5915,72,335,44,225,0,10140
27_04_2021 10h18min10seg,1982,-1,3410,954,2644,900,1150,0,0,3710,0,0,0,1050,0,9940
27_04_2021 10h18min38seg,1983,-1,4975,480,13,650,400,0,0,4325,0,755,0,50,0,7980
27_04_2021 10h19min15seg,1984,-1,4721,657,824,600,775,0,0,4720,176,0,0,475,0,11220
27_04_2021 10h19min49seg,1985,-1,4820,348,1140,1100,700,0,0,5170,0,0,0,950,0,9200
27_04_2021 10h20min26seg,1986,-1,5711,576,782,750,775,0,0,5440,196,0,0,525,0,10700
27_04_2021 10h21min11seg,1987,-1,3095,2096,2286,1475,1375,250,0,3945,400,0,0,1775,75,12380
27_04_2021 10h21min46seg,1988,-1,5205,644,273,600,700,0,0,5155,0,0,0,500,0,10740
27_04_2021 10h22min19seg,1989,-1,2395,1742,2962,600,1150,0,0,2645,0,0,0,750,0,9780
27_04_2021 10h22min51seg,1990,-1,4365,521,571,600,700,0,0,4090,0,0,0,375,0,9020
27_04_2021 10h23min19seg,1991,-1,3979,492,797,600,775,0,0,3380,324,0,0,375,0,8700
27_04_2021 10h23min49seg,1992,-1,5900,647,2,600,400,0,0,5250,0,643,0,0,0,10360
27_04_2021 10h24min20seg,1993,-1,5710,624,12,600,400,0,0,5060,0,699,0,0,0,10000
27_04_2021 10h24min48seg,1994,-1,4655,493,3,600,400,0,0,4005,0,699,0,0,0,7900
27_04_2021 10h25min17seg,1995,-1,4865,519,7,600,400,0,0,4215,0,671,0,0,0,8320
27_04_2021 10h25min52seg,1996,-1,4265,524,638,600,700,0,0,3915,0,0,0,300,0,8820
27_04_2021 10h26min20seg,1997,-1,5330,472,1,750,400,0,0,4680,0,867,0,150,0,8380
27_04_2021 10h26min47seg,1998,-1,5070,490,15,650,400,0,0,4420,0,783,0,50,0,8140
27_04_2021 10h27min14seg,1999,-1,4197,452,244,750,475,0,0,4140,32,0,0,225,0,8640
27_04_2021 10h27min39seg,2000,-1,4865,519,9,600,400,0,0,4215,0,671,0,0,0,8320
27_04_2021 10h28min08seg,2001,-1,4230,522,771,600,700,0,0,3880,0,0,0,300,0,8900
